user	item	real	pred
530	233	3.5	3.0061454481422785
530	251	4.0	3.0061454481422785
530	13	4.0	4.0
530	246	4.0	3.0061454481422785
530	214	3.5	3.0061454481422785
530	207	2.5	2.2
530	8	3.5	2.1666666666666665
530	235	3.0	1.5
530	244	4.0	3.0061454481422785
530	257	4.0	3.0061454481422785
530	245	4.0	3.0061454481422785
530	645	3.5	3.0061454481422785
530	1339	3.5	3.0061454481422785
1396	219	3.5	3.0
1396	220	2.5	3.0061454481422785
1396	205	2.5	3.0061454481422785
1396	255	3.0	3.0061454481422785
1396	207	3.5	3.125
1396	215	4.0	4.0
1396	254	4.0	4.0
1396	247	2.5	3.0061454481422785
1396	253	1.5	3.0061454481422785
1396	235	0.5	3.0061454481422785
1396	236	4.0	3.0061454481422785
1396	252	3.0	3.0061454481422785
790	219	3.0	3.0061454481422785
790	84	0.5	3.0061454481422785
790	210	4.0	3.0061454481422785
790	3	3.0	4.0
790	13	3.5	3.6666666666666665
790	2	2.0	3.0061454481422785
790	243	2.5	4.0
790	12	1.5	2.0
790	11	3.5	3.5
790	241	3.0	3.0061454481422785
790	249	2.0	3.0
790	254	2.0	3.0061454481422785
790	247	3.5	3.0061454481422785
790	6	3.0	3.0061454481422785
790	245	3.0	3.0061454481422785
790	1537	4.0	3.0061454481422785
296	219	1.5	4.0
296	251	3.0	3.0061454481422785
296	234	3.0	2.0
1193	233	4.0	3.0061454481422785
1193	210	2.5	3.0061454481422785
1193	5	2.5	2.5
1193	121	3.0	3.0061454481422785
1193	217	3.5	3.0061454481422785
1193	4	3.5	4.0
1193	236	3.0	4.0
1193	245	2.5	3.0061454481422785
328	251	3.5	1.0
328	246	2.0	3.0061454481422785
328	213	3.5	3.0061454481422785
328	214	3.5	3.0061454481422785
328	217	3.0	3.0061454481422785
328	248	0.5	3.0061454481422785
328	239	3.0	3.0061454481422785
328	253	4.0	3.0061454481422785
328	235	2.0	3.0061454481422785
328	236	1.5	3.0061454481422785
969	1735	2.0	3.0061454481422785
969	1760	2.5	3.0061454481422785
969	295	2.5	3.0061454481422785
969	1687	3.0	3.0061454481422785
969	1737	3.5	3.0061454481422785
969	949	2.0	3.0061454481422785
969	1534	3.5	3.0061454481422785
969	861	2.5	3.0061454481422785
969	1010	1.0	3.0061454481422785
969	876	3.5	3.0061454481422785
969	936	3.5	3.0061454481422785
969	1598	3.0	3.0061454481422785
969	1382	1.0	3.0061454481422785
969	590	2.5	3.0061454481422785
969	1745	3.0	3.0061454481422785
969	71	3.0	3.0061454481422785
969	359	3.0	3.0061454481422785
969	1752	2.0	3.0061454481422785
969	314	2.5	3.0061454481422785
969	1761	3.5	3.0061454481422785
969	1744	3.0	3.0061454481422785
969	1691	3.5	3.0061454481422785
969	769	3.5	4.0
969	393	3.5	3.0061454481422785
