user	item	real	pred
73	206	3.5	3.0066556326372504
73	251	2.5	3.0066556326372504
73	12	3.0	3.0066556326372504
73	8	3.0	3.0066556326372504
73	250	3.0	3.0066556326372504
73	17	2.5	3.0066556326372504
73	239	3.0	3.0066556326372504
73	257	3.0	3.0066556326372504
73	248	2.5	3.0066556326372504
73	11	3.5	3.0066556326372504
73	235	3.5	3.0066556326372504
73	255	3.0	3.0066556326372504
73	4	3.5	3.0066556326372504
1218	233	4.0	3.0066556326372504
1218	239	3.0	3.0066556326372504
1218	244	3.0	3.0066556326372504
1218	214	3.0	3.0066556326372504
1218	121	3.5	3.0066556326372504
1218	256	3.5	3.0066556326372504
1218	254	3.5	3.0066556326372504
1218	220	2.5	3.0066556326372504
1218	6	1.5	3.0066556326372504
1218	243	2.5	3.0066556326372504
1218	215	3.5	3.0066556326372504
1218	207	2.5	3.0066556326372504
125	251	4.0	3.0066556326372504
125	239	4.0	3.0066556326372504
125	215	3.0	3.0066556326372504
171	12	4.0	3.0066556326372504
171	13	3.5	3.0066556326372504
171	5	4.0	3.0066556326372504
171	7	3.5	3.0066556326372504
171	10	4.0	3.0066556326372504
171	246	4.0	3.0066556326372504
171	211	3.5	3.0066556326372504
176	8	2.5	3.0066556326372504
176	245	3.5	3.0066556326372504
176	13	2.5	3.0066556326372504
176	236	2.0	3.0066556326372504
176	244	0.5	3.0066556326372504
176	257	2.0	3.0066556326372504
176	214	1.5	3.0066556326372504
176	121	2.0	3.0066556326372504
176	248	2.0	3.0066556326372504
176	219	1.5	3.0066556326372504
176	84	2.0	3.0066556326372504
176	220	4.0	3.0066556326372504
176	243	4.0	3.0066556326372504
129	9	4.0	3.0066556326372504
129	217	4.0	3.0066556326372504
129	17	3.0	3.0066556326372504
129	213	3.5	3.0066556326372504
129	10	3.5	3.0066556326372504
129	211	4.0	3.0066556326372504
97	250	3.0	3.0066556326372504
97	217	1.5	3.0066556326372504
97	236	4.0	3.0066556326372504
97	17	4.0	3.0066556326372504
97	239	3.5	3.0066556326372504
97	210	2.0	3.0066556326372504
97	2	4.0	3.0066556326372504
97	84	4.0	3.0066556326372504
97	220	3.0	3.0066556326372504
97	246	2.5	3.0066556326372504
97	243	1.5	3.0066556326372504
786	241	3.5	3.0066556326372504
786	1	3.5	3.0066556326372504
786	2	3.0	3.0066556326372504
1234	251	3.0	3.0066556326372504
1234	245	3.0	3.0066556326372504
1234	256	3.5	3.0066556326372504
1234	254	3.5	3.0066556326372504
1234	219	4.0	3.0066556326372504
1234	11	3.5	3.0066556326372504
1234	235	3.0	3.0066556326372504
1234	6	3.0	3.0066556326372504
1234	207	3.0	3.0066556326372504
1234	4	3.0	3.0066556326372504
1234	252	3.0	3.0066556326372504
1153	12	3.5	3.0066556326372504
1153	418	4.0	3.857142857142857
1153	205	1.5	4.0
1153	307	4.0	3.5
1153	388	4.0	3.75
1153	847	4.0	3.25
1153	436	4.0	4.0
1153	705	4.0	4.0
1153	787	3.0	3.0066556326372504
1153	638	4.0	3.5
1153	781	3.0	3.75
1153	450	4.0	3.5
1153	347	4.0	4.0
1153	435	4.0	3.8333333333333335
1153	448	3.5	4.0
1153	521	4.0	3.625
1153	273	3.5	3.75
1153	478	4.0	3.8333333333333335
1153	481	4.0	3.857142857142857
1439	206	2.0	3.0066556326372504
1439	9	4.0	3.0066556326372504
1439	250	3.5	3.0066556326372504
1439	217	3.5	3.0066556326372504
1439	236	3.5	3.0066556326372504
1439	7	2.5	3.0066556326372504
1439	1	4.0	3.0066556326372504
1439	214	3.0	3.0066556326372504
1439	254	3.5	3.0066556326372504
1439	219	3.5	3.0066556326372504
1439	213	4.0	3.0066556326372504
1439	234	2.0	3.0066556326372504
1439	205	3.0	3.0066556326372504
1439	10	3.5	3.0066556326372504
1439	249	3.5	3.0066556326372504
1439	2049	4.0	3.25
98	12	4.0	3.0
98	217	3.0	4.0
98	595	4.0	3.3
98	236	1.0	3.0066556326372504
98	7	4.0	3.0066556326372504
98	512	4.0	2.0
98	294	4.0	4.0
98	583	3.0	1.0
98	309	4.0	4.0
98	597	4.0	2.75
98	592	4.0	3.0066556326372504
98	593	4.0	3.5
98	590	4.0	3.625
98	91	4.0	3.0066556326372504
506	217	3.0	3.0066556326372504
506	3	3.0	3.0066556326372504
506	13	4.0	3.0066556326372504
1342	9	3.5	3.0066556326372504
1342	250	4.0	3.0066556326372504
1342	17	4.0	3.0066556326372504
1342	1	2.5	3.0066556326372504
1342	244	0.5	3.0066556326372504
1342	2	3.5	3.0066556326372504
1342	219	4.0	3.0066556326372504
1342	215	4.0	3.0066556326372504
1342	806	0.5	3.0066556326372504
1342	599	2.0	3.0066556326372504
1110	13	4.0	3.0066556326372504
1110	17	4.0	3.0066556326372504
1110	11	4.0	3.0066556326372504
678	236	3.5	3.0066556326372504
678	2	3.0	3.0066556326372504
678	219	3.5	3.0066556326372504
678	255	2.5	3.0066556326372504
245	233	4.0	3.0066556326372504
245	250	3.0	3.0066556326372504
245	217	4.0	3.0066556326372504
245	236	3.0	3.0066556326372504
245	5	3.0	3.0066556326372504
245	239	3.0	3.0066556326372504
245	1	2.5	3.0066556326372504
245	214	3.5	3.0066556326372504
245	121	3.0	3.0066556326372504
245	216	4.0	3.0066556326372504
245	215	3.0	3.0066556326372504
245	211	3.5	3.0066556326372504
245	252	3.0	3.0066556326372504
806	1539	0.5	3.0
1343	8	3.0	3.0066556326372504
1343	9	3.0	3.0066556326372504
1343	5	3.0	3.0066556326372504
1343	17	1.0	3.0066556326372504
1343	7	4.0	3.0066556326372504
1343	1	3.5	3.0066556326372504
1343	6	2.5	3.0066556326372504
1343	4	3.0	3.0066556326372504
845	236	3.0	3.0066556326372504
845	17	3.0	3.0066556326372504
845	239	4.0	3.6666666666666665
845	244	3.5	2.0
845	2	3.5	3.0
845	265	3.0	3.0
845	205	3.5	3.75
845	247	3.5	3.0
845	442	3.5	2.75
845	307	4.0	3.5
845	705	4.0	3.8333333333333335
845	1595	4.0	3.3333333333333335
845	638	3.5	2.0
845	343	2.5	3.0833333333333335
845	242	3.0	3.5
845	1219	4.0	3.6666666666666665
845	1617	4.0	3.6363636363636362
845	532	3.5	3.4545454545454546
845	842	4.0	4.0
