user	item	real	pred
1184	205	3.0	3.4670007
1184	5	4.0	2.6534717
1184	8	3.5	3.3101916
1184	11	4.0	3.1083326
1184	2	3.5	2.9509525
1184	206	3.5	3.451276
849	486	3.0	3.9378555
849	236	3.5	3.3780856
849	847	3.5	2.6174047
849	1633	4.0	0.0
1173	233	1.0	1.0579238
1173	9	0.5	1.3336604
1173	234	0.5	2.8097463
1173	254	3.5	3.9149919
1173	257	2.5	2.8855162
1173	1880	4.0	0.0
1173	1869	4.0	0.0
1173	1871	2.5	4.143108e-37
1173	1879	4.0	1.0226646e-35
1173	539	3.0	2.3831718
1173	332	4.0	1.4958947
1173	559	2.5	1.1739225
1173	1883	4.0	4.3833088e-35
286	205	3.5	3.7445126
286	4	4.0	3.171825
286	207	4.0	3.4338913
286	254	3.0	3.1974156
781	233	3.0	3.243839
781	9	4.0	3.7494433
781	10	3.5	2.832811
781	217	3.5	3.535838
781	216	4.0	2.7826853
781	2	4.0	2.5568202
781	253	3.5	2.8769665
781	220	3.5	3.6790183
781	249	3.5	3.1066988
781	6	3.5	3.3445919
781	236	3.0	3.31959
781	211	3.0	3.0722635
781	254	4.0	3.247341
233	3	2.5	0.7149496
233	5	3.0	1.34948
294	256	2.0	3.3480356
294	1	2.0	3.4617121
294	234	3.0	2.9199755
294	8	3.0	3.4469573
294	7	3.0	3.027054
294	215	3.5	2.3122149
294	244	2.0	3.1260328
294	220	3.0	2.8956792
294	121	2.0	3.397032
294	214	3.5	2.1267319
294	236	2.0	3.5713184
294	248	2.0	2.7433202
294	243	2.0	3.102804
294	245	3.0	3.7970521
545	10	2.5	1.6204702
545	11	3.5	2.0146184
198	256	4.0	3.261103
198	210	3.0	3.5306044
198	1	2.5	2.2110453
198	7	3.5	3.9332721
198	219	4.0	3.4181275
198	207	4.0	3.7234468
198	239	4.0	3.4113283
198	236	3.5	3.077689
439	233	3.0	2.903679
439	9	2.5	2.8607845
439	3	3.0	2.8336294
439	5	3.5	3.2182434
439	217	3.0	2.0654285
439	8	3.5	3.0301518
439	253	4.0	2.9334087
439	247	4.0	2.763166
439	17	3.0	2.0447862
439	121	4.0	2.6391523
439	235	3.0	2.6915162
439	257	3.5	2.9180284
812	3	2.0	2.8644104
812	366	3.0	2.9736216
812	219	4.0	3.080284
812	235	2.5	3.6389408
812	336	3.0	2.970111
812	293	4.0	3.7077463
812	709	3.0	2.488142
812	832	3.0	2.1377516
812	835	2.0	3.3679678
812	1053	4.0	2.5478673
812	1547	3.5	1.2514124
812	851	1.0	0.94472456
812	274	4.0	3.5321445
812	1543	2.0	1.2716439
812	1513	3.5	1.8744426
812	706	4.0	2.360951
812	400	3.0	2.3201656
374	3	1.0	2.7363534
374	10	2.5	2.764871
374	5	2.0	3.8094888
374	1	3.0	2.2296376
374	217	4.0	3.304259
374	11	3.0	2.792207
374	213	2.0	3.1643486
374	207	4.0	3.097966
374	243	3.0	2.739478
374	254	1.5	2.695796
896	217	4.0	5.0
896	216	4.0	5.0
896	4	4.0	3.320374
896	255	4.0	3.643719
896	2	4.0	3.1845078
896	207	4.0	2.8496332
896	252	4.0	2.5007234
