user	item	real	pred
1342	2	3.5	2.1590307
1342	250	4.0	5.0
1342	216	4.0	3.4981174
1342	17	4.0	5.0
1342	5	3.5	3.013478
1342	253	4.0	3.5502825
1342	243	2.5	4.569325
197	212	2.0	1.75298
197	11	3.5	2.0245543
197	121	1.0	1.3083223
197	7	4.0	5.0
197	12	1.5	0.1731677
197	253	2.5	3.160065
197	206	2.5	1.5890658
197	256	1.5	2.5176394
197	251	3.0	2.3246896
197	255	3.0	0.18580961
270	245	2.5	0.9762721
270	11	4.0	2.4056396
270	213	3.0	4.008259
270	239	2.5	2.6681056
270	234	2.5	1.7556492
270	255	3.0	2.3664641
370	8	4.0	5.0
370	235	3.0	2.0558417
370	13	4.0	2.2014365
442	8	3.0	5.0
442	219	3.0	0.0
442	211	3.0	0.56424737
442	121	3.0	2.358289
442	4	3.0	1.1288655
442	9	3.5	5.0
442	216	3.0	3.8514757
442	236	3.5	5.0
442	205	3.0	1.3081474
442	249	3.5	3.6027603
442	256	3.0	5.0
442	255	3.0	4.5566235
442	217	3.0	2.5907156
959	11	1.5	2.8150651
959	239	3.0	4.8907504
591	588	4.0	2.342056
591	220	4.0	0.15392566
591	700	0.5	1.460968
591	91	4.0	2.09614
591	336	3.5	3.3921654
591	606	3.5	2.81005
591	925	4.0	2.077035
1002	219	0.5	1.6613982
1002	7	4.0	5.0
1002	1754	3.5	4.851637
1002	429	1.0	4.0580964
46	11	3.0	3.1652007
46	213	4.0	0.5691469
46	207	3.5	3.4773827
408	213	2.5	0.71832633
408	211	4.0	2.3025496
408	207	0.5	2.156402
408	3	4.0	3.8686929
408	7	4.0	3.6542563
408	215	3.0	4.320384
408	5	4.0	2.8227057
408	251	3.0	4.04707
921	8	3.0	5.0
921	11	0.5	1.7288764
921	831	4.0	3.8646529
921	3	2.5	5.0
921	214	2.5	2.3205435
921	246	1.5	1.6712995
921	257	1.5	2.6094956
921	10	4.0	2.5490923
921	236	1.5	5.0
921	205	2.0	0.96986246
921	5	0.5	3.967568
921	256	3.5	2.8755164
921	254	4.0	4.164007
921	252	1.0	1.3360983
921	251	1.5	5.0
921	13	3.5	4.2205434
921	233	3.0	3.4017649
921	244	3.5	1.8074105
921	1231	0.5	3.1392527
1288	219	3.5	2.6402235
1288	405	4.0	4.4461923
1288	3	3.5	3.7717218
1288	9	3.5	5.0
1288	235	2.0	3.710389
1288	236	3.5	5.0
1288	215	3.5	3.7997723
1288	5	3.0	2.7850611
1288	242	3.5	3.2953074
1288	641	3.5	3.4529645
1288	1026	3.5	3.0109136
1288	668	3.0	3.3804867
1288	365	3.5	3.7565172
1288	793	3.0	3.8046873
238	220	3.0	4.558679
238	207	1.5	2.488732
238	121	3.5	3.1164293
238	4	2.0	2.5409968
238	9	4.0	3.897514
238	216	2.5	5.0
238	257	1.5	3.5798638
238	235	3.0	3.367575
238	205	3.0	2.5510058
238	255	3.0	1.3282285
238	13	3.0	4.64155
508	8	4.0	1.3782179
508	658	3.0	2.2886963
508	1	3.0	1.5343502
508	5	1.5	2.1874154
508	845	3.5	2.4126048
508	539	3.0	3.4870093
1081	207	3.0	4.1306977
