user	item	real	pred
540	257	3.0	0.5
540	1	4.0	3.0002465222750483
540	9	3.0	3.0002465222750483
540	235	4.0	2.0
540	251	3.5	2.0
540	211	4.0	3.0002465222750483
540	256	3.0	3.0002465222750483
540	215	4.0	2.5
540	2	3.0	2.1666666666666665
540	5	3.0	3.0002465222750483
540	253	4.0	3.0002465222750483
1017	1601	3.0	3.0002465222750483
1017	1626	1.0	3.0002465222750483
1017	1630	3.0	3.0002465222750483
30	1	4.0	3.0002465222750483
30	248	2.5	3.0002465222750483
30	10	3.0	3.5
30	256	4.0	3.0002465222750483
30	213	1.5	3.0002465222750483
30	212	0.5	3.0002465222750483
30	219	4.0	3.0
30	214	1.0	3.0002465222750483
1317	257	3.0	2.3333333333333335
1317	9	3.0	3.125
1317	7	4.0	2.6666666666666665
1317	11	4.0	3.625
1317	8	3.0	2.125
1317	5	4.0	3.5
1286	257	2.5	3.0
1286	17	2.5	3.0002465222750483
1286	243	2.0	4.0
1286	6	2.5	3.0002465222750483
1286	255	3.5	2.0
1286	217	3.0	3.0002465222750483
1286	214	2.5	3.0002465222750483
483	17	4.0	3.5
483	210	1.0	3.0
483	9	3.5	2.5
483	243	4.0	3.0002465222750483
483	246	1.0	3.0002465222750483
483	10	2.5	3.1666666666666665
483	236	4.0	3.0002465222750483
483	233	0.5	3.0002465222750483
483	213	1.0	3.0002465222750483
483	219	3.5	3.5
483	214	1.0	3.0002465222750483
944	1	3.5	3.0002465222750483
944	17	2.0	3.0
944	10	3.5	3.0002465222750483
944	211	2.5	3.0002465222750483
944	207	3.5	1.5
944	216	3.5	3.0002465222750483
944	241	3.0	3.0002465222750483
776	9	3.5	3.0002465222750483
776	250	4.0	3.0002465222750483
776	211	4.0	4.0
776	215	3.5	3.0
776	214	2.5	3.0002465222750483
685	13	0.5	3.0002465222750483
685	243	2.0	3.0002465222750483
685	234	0.5	3.0002465222750483
685	211	2.0	3.0002465222750483
685	11	1.0	4.0
685	253	0.5	3.0002465222750483
685	4	0.5	3.5
335	257	3.0	3.0002465222750483
335	252	2.5	3.0002465222750483
335	254	3.0	3.0002465222750483
335	251	3.0	3.0002465222750483
335	211	4.0	4.0
335	5	4.0	2.5
335	220	3.0	3.0002465222750483
335	206	3.5	3.5
393	243	2.5	3.0002465222750483
393	245	3.0	3.0002465222750483
